date,precipitation,temp_max,temp_min,wind,weather,year,dayOfYear,cumulativePrecipitationByYear
2013-12-15,1.3,11.7,8.3,3.9,fog,2013,349,801.8999999999996
2013-12-16,0.3,10.0,4.4,1.0,sun,2013,350,802.1999999999996
2013-12-17,0.0,8.3,4.4,2.7,sun,2013,351,802.1999999999996
2013-12-18,1.3,7.8,2.2,2.8,fog,2013,352,803.4999999999995
2013-12-19,0.0,5.0,0.0,2.1,sun,2013,353,803.4999999999995
2013-12-20,5.6,8.3,0.6,3.7,fog,2013,354,809.0999999999996
2013-12-21,5.6,8.9,5.6,2.3,fog,2013,355,814.6999999999996
2013-12-22,10.7,10.6,8.3,4.0,fog,2013,356,825.3999999999996
2013-12-23,1.5,11.7,6.1,5.9,fog,2013,357,826.8999999999996
2013-12-24,0.0,8.3,2.8,1.7,sun,2013,358,826.8999999999996
2013-12-25,0.0,6.7,1.7,0.8,sun,2013,359,826.8999999999996
2013-12-26,0.0,6.7,0.6,0.5,sun,2013,360,826.8999999999996
2013-12-27,0.3,8.9,0.0,2.1,fog,2013,361,827.1999999999996
2013-12-28,0.0,9.4,3.3,1.3,sun,2013,362,827.1999999999996
2013-12-29,0.0,7.2,1.7,1.1,sun,2013,363,827.1999999999996
2013-12-30,0.3,8.9,4.4,2.6,sun,2013,364,827.4999999999995
2013-12-31,0.5,8.3,5.0,1.7,sun,2013,365,827.9999999999995
2014-01-01,0.0,7.2,3.3,1.2,sun,2014,1,0.0
2014-01-02,4.1,10.6,6.1,3.2,sun,2014,2,4.1
2014-01-03,1.5,8.9,2.8,2.6,fog,2014,3,5.6
2014-01-04,0.0,7.8,0.6,2.7,fog,2014,4,5.6
2014-01-05,0.0,8.3,-0.5,3.7,sun,2014,5,5.6
2014-01-06,0.3,7.8,-0.5,2.6,fog,2014,6,5.8999999999999995
2014-01-07,12.2,8.3,5.0,1.6,sun,2014,7,18.099999999999998
2014-01-08,9.7,10.0,7.2,4.6,fog,2014,8,27.799999999999997
2014-01-09,5.8,9.4,5.6,6.3,fog,2014,9,33.599999999999994
2014-01-10,4.3,12.8,8.3,7.0,sun,2014,10,37.89999999999999
2014-01-11,21.3,14.4,7.2,8.8,fog,2014,11,59.19999999999999
2014-01-12,1.5,11.1,5.6,8.1,fog,2014,12,60.69999999999999
2014-01-13,0.0,10.6,10.0,7.1,sun,2014,13,60.69999999999999
2014-01-14,0.0,11.1,7.2,1.3,sun,2014,14,60.69999999999999
2014-01-15,0.0,11.1,5.6,2.5,sun,2014,15,60.69999999999999
2014-01-16,0.0,6.7,4.4,2.7,sun,2014,16,60.69999999999999
2014-01-17,0.0,5.6,2.8,2.3,sun,2014,17,60.69999999999999
2014-01-18,0.0,9.4,0.6,2.2,sun,2014,18,60.69999999999999
2014-01-19,0.0,6.1,3.3,2.5,sun,2014,19,60.69999999999999
2014-01-20,0.0,10.0,2.8,2.2,sun,2014,20,60.69999999999999
2014-01-21,0.0,10.0,1.7,1.5,sun,2014,21,60.69999999999999
2014-01-22,0.5,9.4,5.6,2.6,sun,2014,22,61.19999999999999
2014-01-23,0.0,10.0,2.8,5.2,fog,2014,23,61.19999999999999
2014-01-24,0.0,12.8,1.1,1.9,sun,2014,24,61.19999999999999
2014-01-25,0.0,12.2,1.1,0.8,sun,2014,25,61.19999999999999
2014-01-26,0.0,8.3,0.6,1.3,sun,2014,26,61.19999999999999
2014-01-27,0.0,9.4,1.7,1.3,sun,2014,27,61.19999999999999
2014-01-28,8.9,11.1,6.1,1.6,fog,2014,28,70.1
2014-01-29,21.6,11.1,7.2,3.4,fog,2014,29,91.69999999999999
2014-01-30,0.0,8.3,6.1,6.4,sun,2014,30,91.69999999999999
2014-01-31,2.3,7.8,5.6,2.6,fog,2014,31,93.99999999999999
2014-02-01,2.0,7.8,2.8,0.8,sun,2014,32,95.99999999999999
2014-02-02,0.0,8.9,1.1,2.5,sun,2014,33,95.99999999999999
2014-02-03,0.0,5.0,0.0,4.3,sun,2014,34,95.99999999999999
2014-02-04,0.0,2.8,-2.1,4.7,sun,2014,35,95.99999999999999
2014-02-05,0.0,-0.5,-5.5,6.6,sun,2014,36,95.99999999999999
2014-02-06,0.0,-1.6,-6.0,4.5,sun,2014,37,95.99999999999999
2014-02-07,0.0,3.3,-4.9,4.2,sun,2014,38,95.99999999999999
2014-02-08,5.1,5.6,-0.5,4.6,fog,2014,39,101.09999999999998
2014-02-09,0.5,3.9,0.0,2.4,fog,2014,40,101.59999999999998
2014-02-10,18.3,10.0,2.2,4.7,fog,2014,41,119.89999999999998
2014-02-11,17.0,12.2,5.6,3.8,fog,2014,42,136.89999999999998
2014-02-12,4.6,12.2,7.2,6.4,fog,2014,43,141.49999999999997
2014-02-13,1.8,12.8,7.8,6.3,fog,2014,44,143.29999999999998
2014-02-14,9.4,11.7,6.1,6.4,fog,2014,45,152.7
2014-02-15,11.7,11.1,5.0,5.1,fog,2014,46,164.39999999999998
2014-02-16,26.4,9.4,3.9,7.9,fog,2014,47,190.79999999999998
2014-02-17,14.5,8.3,4.4,5.5,fog,2014,48,205.29999999999998
2014-02-18,15.2,8.9,5.0,6.2,fog,2014,49,220.49999999999997
2014-02-19,1.0,8.3,3.9,6.0,sun,2014,50,221.49999999999997
2014-02-20,3.0,10.0,5.6,6.9,fog,2014,51,224.49999999999997
2014-02-21,2.8,6.7,3.9,2.9,fog,2014,52,227.29999999999998
2014-02-22,2.5,5.6,2.8,3.1,fog,2014,53,229.79999999999998
2014-02-23,6.1,7.2,3.9,2.6,fog,2014,54,235.89999999999998
2014-02-24,13.0,6.7,3.3,3.2,fog,2014,55,248.89999999999998
2014-02-25,0.3,12.2,3.9,4.5,fog,2014,56,249.2
2014-02-26,0.0,13.9,5.6,2.5,sun,2014,57,249.2
2014-02-27,0.0,12.8,4.4,2.3,sun,2014,58,249.2
2014-02-28,0.0,14.4,4.4,5.9,sun,2014,59,249.2
2014-03-01,0.5,7.2,4.4,4.7,sun,2014,60,249.7
2014-03-02,19.1,11.1,2.8,5.7,fog,2014,61,268.8
2014-03-03,10.7,14.4,8.9,5.1,fog,2014,62,279.5
2014-03-04,16.5,13.9,7.8,3.9,fog,2014,63,296.0
2014-03-05,46.7,15.6,10.6,3.9,fog,2014,64,342.7
2014-03-06,3.0,13.3,10.0,6.2,fog,2014,65,345.7
2014-03-07,0.0,15.6,8.9,4.2,sun,2014,66,345.7
2014-03-08,32.3,12.8,6.7,2.7,fog,2014,67,378.0
2014-03-09,4.3,15.0,9.4,4.3,fog,2014,68,382.3
2014-03-10,18.8,12.2,6.1,2.2,fog,2014,69,401.1
2014-03-11,0.0,14.4,4.4,2.3,fog,2014,70,401.1
2014-03-12,0.0,16.1,3.3,1.9,fog,2014,71,401.1
2014-03-13,0.5,13.9,5.0,2.5,fog,2014,72,401.6
2014-03-14,6.9,14.4,8.3,6.1,fog,2014,73,408.5
2014-03-15,8.1,16.7,4.4,3.0,fog,2014,74,416.6
2014-03-16,27.7,10.6,4.4,3.8,fog,2014,75,444.3
2014-03-17,0.3,10.0,2.8,3.2,fog,2014,76,444.6
2014-03-18,0.0,10.0,3.3,1.6,sun,2014,77,444.6
2014-03-19,0.5,11.1,3.3,5.1,sun,2014,78,445.1
2014-03-20,0.0,11.1,1.7,3.0,sun,2014,79,445.1
2014-03-21,0.0,10.6,2.8,3.8,sun,2014,80,445.1
2014-03-22,0.0,11.1,1.1,1.8,sun,2014,81,445.1
2014-03-23,0.0,12.8,4.4,3.3,sun,2014,82,445.1
2014-03-24,0.0,18.9,2.8,2.2,sun,2014,83,445.1
2014-03-25,4.1,13.9,6.7,4.4,fog,2014,84,449.20000000000005
2014-03-26,3.6,11.1,5.6,2.4,fog,2014,85,452.80000000000007
2014-03-27,0.3,12.2,6.7,2.8,fog,2014,86,453.1000000000001
2014-03-28,22.1,11.7,7.2,3.9,fog,2014,87,475.2000000000001
2014-03-29,14.0,11.7,7.2,5.1,fog,2014,88,489.2000000000001
2014-03-30,0.0,11.1,5.0,5.1,sun,2014,89,489.2000000000001
2014-03-31,0.0,15.6,2.2,3.8,sun,2014,90,489.2000000000001
2014-04-01,0.0,14.4,6.7,2.8,sun,2014,91,489.2000000000001
2014-04-02,0.0,14.4,5.6,4.2,sun,2014,92,489.2000000000001
2014-04-03,2.5,13.3,6.1,3.9,sun,2014,93,491.7000000000001
2014-04-04,0.0,12.8,6.1,4.7,sun,2014,94,491.7000000000001
2014-04-05,4.6,11.7,7.8,4.3,fog,2014,95,496.3000000000001
2014-04-06,0.0,13.9,8.3,2.6,sun,2014,96,496.3000000000001
2014-04-07,0.0,21.1,9.4,2.5,sun,2014,97,496.3000000000001
2014-04-08,4.6,15.6,8.3,4.2,fog,2014,98,500.90000000000015
2014-04-09,0.0,14.4,6.7,2.9,sun,2014,99,500.90000000000015
2014-04-10,0.0,15.0,6.7,3.6,sun,2014,100,500.90000000000015
2014-04-11,0.0,17.2,5.0,2.8,sun,2014,101,500.90000000000015
2014-04-12,0.0,16.1,7.8,4.4,sun,2014,102,500.90000000000015
2014-04-13,0.0,20.6,5.6,3.1,sun,2014,103,500.90000000000015
2014-04-14,0.0,20.0,5.6,2.6,sun,2014,104,500.90000000000015
2014-04-15,0.5,14.4,7.8,4.0,sun,2014,105,501.40000000000015
2014-04-16,10.9,11.1,8.9,4.6,fog,2014,106,512.3000000000002
2014-04-17,18.5,11.7,7.2,4.7,fog,2014,107,530.8000000000002
2014-04-18,0.0,14.4,5.6,3.8,sun,2014,108,530.8000000000002
2014-04-19,13.7,11.7,5.6,4.7,fog,2014,109,544.5000000000002
2014-04-20,0.0,15.6,5.6,2.7,sun,2014,110,544.5000000000002
2014-04-21,5.1,17.2,7.8,2.5,fog,2014,111,549.6000000000003
2014-04-22,14.2,12.2,5.0,4.2,fog,2014,112,563.8000000000003
2014-04-23,8.9,11.7,6.1,5.0,fog,2014,113,572.7000000000003
2014-04-24,12.4,13.9,6.1,5.3,fog,2014,114,585.1000000000003
2014-04-25,0.0,14.4,5.6,2.3,sun,2014,115,585.1000000000003
2014-04-26,3.3,15.0,5.6,3.9,sun,2014,116,588.4000000000002
2014-04-27,6.9,11.1,6.1,5.8,fog,2014,117,595.3000000000002
2014-04-28,0.0,16.1,4.4,2.6,sun,2014,118,595.3000000000002
2014-04-29,0.0,25.0,9.4,2.3,sun,2014,119,595.3000000000002
2014-04-30,0.0,27.8,9.4,3.9,sun,2014,120,595.3000000000002
2014-05-01,0.0,29.4,11.1,3.0,sun,2014,121,595.3000000000002
2014-05-02,0.0,18.3,10.6,4.7,sun,2014,122,595.3000000000002
2014-05-03,33.3,15.0,8.9,3.4,fog,2014,123,628.6000000000001
2014-05-04,16.0,14.4,8.9,4.2,fog,2014,124,644.6000000000001
2014-05-05,5.1,15.6,9.4,3.8,fog,2014,125,649.7000000000002
2014-05-06,0.0,16.7,8.3,2.6,sun,2014,126,649.7000000000002
2014-05-07,0.0,18.3,7.2,1.7,sun,2014,127,649.7000000000002
2014-05-08,13.7,13.9,9.4,3.4,fog,2014,128,663.4000000000002
2014-05-09,2.0,13.3,7.2,5.6,sun,2014,129,665.4000000000002
2014-05-10,0.5,15.6,7.2,2.1,fog,2014,130,665.9000000000002
2014-05-11,0.0,18.9,8.3,1.7,sun,2014,131,665.9000000000002
2014-05-12,0.0,24.4,9.4,2.7,sun,2014,132,665.9000000000002
2014-05-13,0.0,26.7,12.8,3.8,sun,2014,133,665.9000000000002
2014-05-14,0.0,27.8,13.3,3.3,sun,2014,134,665.9000000000002
2014-05-15,0.0,26.7,12.8,3.0,sun,2014,135,665.9000000000002
2014-05-16,0.0,20.0,11.7,4.1,sun,2014,136,665.9000000000002
2014-05-17,0.0,20.0,11.7,3.2,sun,2014,137,665.9000000000002
2014-05-18,0.0,20.0,10.6,3.2,sun,2014,138,665.9000000000002
2014-05-19,0.0,21.1,10.0,2.2,sun,2014,139,665.9000000000002
2014-05-20,0.0,22.2,10.0,2.7,sun,2014,140,665.9000000000002
2014-05-21,0.0,20.0,10.6,1.7,sun,2014,141,665.9000000000002
2014-05-22,0.0,24.4,11.7,2.5,sun,2014,142,665.9000000000002
2014-05-23,3.8,20.0,12.8,4.0,fog,2014,143,669.7000000000002
2014-05-24,0.0,18.3,11.1,2.4,sun,2014,144,669.7000000000002
2014-05-25,5.6,15.0,10.6,1.4,fog,2014,145,675.3000000000002
2014-05-26,0.0,18.3,11.1,4.5,sun,2014,146,675.3000000000002
2014-05-27,0.0,20.0,10.0,2.5,sun,2014,147,675.3000000000002
2014-05-28,0.0,18.9,10.0,3.4,sun,2014,148,675.3000000000002
2014-05-29,0.0,18.9,11.1,4.3,sun,2014,149,675.3000000000002
2014-05-30,0.0,20.6,8.9,4.5,sun,2014,150,675.3000000000002
2014-05-31,0.0,23.3,10.0,2.2,sun,2014,151,675.3000000000002
2014-06-01,0.0,22.2,10.6,2.3,sun,2014,152,675.3000000000002
2014-06-02,0.0,23.3,11.1,2.4,sun,2014,153,675.3000000000002
2014-06-03,0.0,18.3,11.1,3.2,sun,2014,154,675.3000000000002
2014-06-04,0.0,19.4,10.0,2.6,sun,2014,155,675.3000000000002
2014-06-05,0.0,22.2,10.0,2.4,sun,2014,156,675.3000000000002
2014-06-06,0.0,25.0,10.6,3.2,sun,2014,157,675.3000000000002
2014-06-07,0.0,24.4,13.3,3.1,sun,2014,158,675.3000000000002
2014-06-08,0.0,23.3,12.2,2.1,sun,2014,159,675.3000000000002
2014-06-09,0.0,21.1,13.3,3.6,sun,2014,160,675.3000000000002
2014-06-10,0.0,20.0,12.2,2.9,sun,2014,161,675.3000000000002
2014-06-11,0.0,23.9,11.1,2.7,sun,2014,162,675.3000000000002
2014-06-12,1.8,21.7,12.2,4.0,sun,2014,163,677.1000000000001
2014-06-13,6.4,15.6,11.1,5.0,fog,2014,164,683.5000000000001
2014-06-14,0.0,17.8,11.7,3.2,sun,2014,165,683.5000000000001
2014-06-15,0.5,18.3,10.0,3.6,fog,2014,166,684.0000000000001
2014-06-16,3.6,17.8,8.9,2.4,fog,2014,167,687.6000000000001
2014-06-17,1.3,17.8,10.0,3.0,fog,2014,168,688.9000000000001
2014-06-18,0.0,18.9,11.1,2.7,sun,2014,169,688.9000000000001
2014-06-19,0.8,25.6,11.7,3.7,sun,2014,170,689.7
2014-06-20,0.3,20.0,10.0,3.4,sun,2014,171,690.0
2014-06-21,0.0,22.2,10.6,3.6,sun,2014,172,690.0
2014-06-22,0.0,25.0,11.1,2.7,sun,2014,173,690.0
2014-06-23,0.0,25.0,13.3,2.5,sun,2014,174,690.0
2014-06-24,0.0,24.4,14.4,2.5,sun,2014,175,690.0
2014-06-25,0.0,26.1,13.9,2.4,sun,2014,176,690.0
2014-06-26,0.0,21.1,14.4,4.1,sun,2014,177,690.0
2014-06-27,1.8,21.1,13.9,4.5,fog,2014,178,691.8
2014-06-28,2.3,20.0,13.3,4.3,fog,2014,179,694.0999999999999
2014-06-29,0.0,20.6,12.8,3.2,sun,2014,180,694.0999999999999
2014-06-30,0.0,25.6,12.8,4.4,sun,2014,181,694.0999999999999
2014-07-01,0.0,34.4,15.6,3.5,sun,2014,182,694.0999999999999
2014-07-02,0.0,27.2,14.4,3.6,sun,2014,183,694.0999999999999
2014-07-03,0.0,21.7,13.9,3.1,sun,2014,184,694.0999999999999
2014-07-04,0.0,23.9,13.9,3.6,sun,2014,185,694.0999999999999
2014-07-05,0.0,24.4,13.3,2.2,fog,2014,186,694.0999999999999
2014-07-06,0.0,28.9,15.0,3.0,sun,2014,187,694.0999999999999
2014-07-07,0.0,27.2,17.8,4.1,fog,2014,188,694.0999999999999
2014-07-08,0.0,30.0,15.6,3.5,sun,2014,189,694.0999999999999
2014-07-09,0.0,26.7,13.9,2.3,sun,2014,190,694.0999999999999
2014-07-10,0.0,28.9,12.8,2.2,fog,2014,191,694.0999999999999
2014-07-11,0.0,31.1,15.0,2.2,sun,2014,192,694.0999999999999
2014-07-12,0.0,32.2,16.7,2.2,sun,2014,193,694.0999999999999
2014-07-13,0.0,29.4,15.0,2.6,rain,2014,194,694.0999999999999
2014-07-14,0.0,27.8,15.0,2.8,sun,2014,195,694.0999999999999
2014-07-15,0.0,31.1,13.9,2.3,sun,2014,196,694.0999999999999
2014-07-16,0.0,31.1,14.4,2.4,sun,2014,197,694.0999999999999
2014-07-17,0.0,26.7,13.9,3.7,sun,2014,198,694.0999999999999
2014-07-18,0.0,23.9,11.7,2.8,sun,2014,199,694.0999999999999
2014-07-19,0.0,25.6,15.0,5.4,fog,2014,200,694.0999999999999
2014-07-20,0.0,19.4,14.4,2.8,sun,2014,201,694.0999999999999
2014-07-21,0.0,23.9,13.3,2.2,sun,2014,202,694.0999999999999
2014-07-22,0.3,21.1,13.3,1.1,fog,2014,203,694.3999999999999
2014-07-23,19.3,18.9,13.3,3.3,sun,2014,204,713.6999999999998
2014-07-24,0.0,20.6,12.8,4.7,sun,2014,205,713.6999999999998
2014-07-25,0.0,22.8,12.2,2.7,sun,2014,206,713.6999999999998
2014-07-26,0.0,26.1,13.3,3.6,sun,2014,207,713.6999999999998
2014-07-27,0.0,28.3,15.0,4.1,sun,2014,208,713.6999999999998
2014-07-28,0.0,30.6,15.0,3.7,sun,2014,209,713.6999999999998
2014-07-29,0.0,30.0,15.6,2.8,sun,2014,210,713.6999999999998
2014-07-30,0.0,29.4,14.4,3.4,sun,2014,211,713.6999999999998
2014-07-31,0.0,30.6,17.8,4.1,sun,2014,212,713.6999999999998
2014-08-01,0.0,28.9,15.0,3.3,sun,2014,213,713.6999999999998
2014-08-02,0.5,29.4,15.6,1.7,sun,2014,214,714.1999999999998
2014-08-03,0.0,31.7,14.4,2.6,sun,2014,215,714.1999999999998
2014-08-04,0.0,32.8,16.1,2.6,sun,2014,216,714.1999999999998
2014-08-05,0.0,25.0,13.9,2.7,sun,2014,217,714.1999999999998
2014-08-06,0.0,26.1,15.0,2.2,fog,2014,218,714.1999999999998
2014-08-07,0.0,25.6,13.3,2.4,fog,2014,219,714.1999999999998
2014-08-08,0.0,25.6,13.3,2.9,sun,2014,220,714.1999999999998
2014-08-09,0.0,27.2,15.6,4.1,sun,2014,221,714.1999999999998
2014-08-10,0.0,30.6,13.9,3.4,sun,2014,222,714.1999999999998
2014-08-11,0.5,35.6,17.8,2.6,rain,2014,223,714.6999999999998
2014-08-12,12.7,27.2,17.2,3.1,fog,2014,224,727.3999999999999
2014-08-13,21.6,23.3,15.0,2.7,fog,2014,225,748.9999999999999
2014-08-14,0.0,21.1,17.2,0.6,sun,2014,226,748.9999999999999
2014-08-15,1.0,24.4,16.7,1.5,fog,2014,227,749.9999999999999
2014-08-16,0.0,25.6,15.6,2.2,sun,2014,228,749.9999999999999
2014-08-17,0.0,27.8,15.0,2.8,sun,2014,229,749.9999999999999
2014-08-18,0.0,29.4,15.6,3.3,sun,2014,230,749.9999999999999
2014-08-19,0.0,27.2,15.6,2.4,sun,2014,231,749.9999999999999
2014-08-20,0.0,21.7,13.9,3.6,sun,2014,232,749.9999999999999
2014-08-21,0.0,21.1,11.1,1.7,sun,2014,233,749.9999999999999
2014-08-22,0.0,23.9,13.3,2.9,sun,2014,234,749.9999999999999
2014-08-23,0.0,27.8,13.9,2.0,sun,2014,235,749.9999999999999
2014-08-24,0.0,25.0,13.3,2.3,sun,2014,236,749.9999999999999
2014-08-25,0.0,28.9,14.4,2.0,sun,2014,237,749.9999999999999
2014-08-26,0.0,31.1,15.6,1.8,sun,2014,238,749.9999999999999
2014-08-27,0.0,28.9,16.1,1.6,sun,2014,239,749.9999999999999
2014-08-28,0.0,23.3,14.4,2.3,sun,2014,240,749.9999999999999
2014-08-29,0.0,22.8,15.0,3.4,sun,2014,241,749.9999999999999
2014-08-30,8.4,17.8,15.0,2.2,fog,2014,242,758.3999999999999
2014-08-31,1.3,21.1,13.9,1.9,fog,2014,243,759.6999999999998
2014-09-01,0.0,23.3,12.8,2.5,sun,2014,244,759.6999999999998
2014-09-02,3.0,20.0,13.9,4.3,fog,2014,245,762.6999999999998
2014-09-03,0.0,20.6,12.8,2.7,sun,2014,246,762.6999999999998
2014-09-04,0.0,23.9,11.1,3.1,fog,2014,247,762.6999999999998
2014-09-05,0.0,27.8,13.9,6.5,fog,2014,248,762.6999999999998
2014-09-06,0.0,32.2,15.0,2.9,sun,2014,249,762.6999999999998
2014-09-07,0.0,28.3,13.3,2.1,sun,2014,250,762.6999999999998
2014-09-08,0.0,21.1,13.3,2.8,sun,2014,251,762.6999999999998
2014-09-09,0.0,21.7,13.3,2.3,sun,2014,252,762.6999999999998
2014-09-10,0.0,22.2,12.2,3.9,sun,2014,253,762.6999999999998
2014-09-11,0.0,24.4,12.8,5.3,sun,2014,254,762.6999999999998
2014-09-12,0.0,24.4,12.8,5.9,sun,2014,255,762.6999999999998
2014-09-13,0.0,28.3,10.0,4.2,sun,2014,256,762.6999999999998
2014-09-14,0.0,30.0,11.7,1.8,sun,2014,257,762.6999999999998
2014-09-15,0.0,30.6,12.2,1.2,sun,2014,258,762.6999999999998
2014-09-16,0.0,22.2,13.9,2.8,sun,2014,259,762.6999999999998
2014-09-17,0.5,22.8,14.4,2.3,sun,2014,260,763.1999999999998
2014-09-18,0.3,19.4,15.0,3.1,fog,2014,261,763.4999999999998
2014-09-19,0.0,23.9,16.1,2.8,sun,2014,262,763.4999999999998
2014-09-20,0.0,24.4,14.4,4.4,fog,2014,263,763.4999999999998
2014-09-21,0.0,26.1,12.8,3.0,sun,2014,264,763.4999999999998
2014-09-22,0.3,22.2,15.0,2.1,fog,2014,265,763.7999999999997
2014-09-23,18.3,18.9,14.4,2.5,fog,2014,266,782.0999999999997
2014-09-24,20.3,18.9,14.4,2.7,fog,2014,267,802.3999999999996
2014-09-25,4.3,21.7,14.4,2.5,fog,2014,268,806.6999999999996
2014-09-26,8.9,20.0,13.9,3.3,fog,2014,269,815.5999999999996
2014-09-27,0.0,20.6,11.7,3.2,fog,2014,270,815.5999999999996
2014-09-28,0.0,18.9,12.2,2.0,fog,2014,271,815.5999999999996
2014-09-29,0.8,16.7,11.1,3.5,fog,2014,272,816.3999999999995
2014-09-30,0.0,19.4,12.2,2.6,sun,2014,273,816.3999999999995
2014-10-01,0.0,18.3,11.1,2.1,sun,2014,274,816.3999999999995
2014-10-02,0.0,19.4,10.0,2.0,sun,2014,275,816.3999999999995
2014-10-03,0.0,22.2,8.9,1.0,sun,2014,276,816.3999999999995
2014-10-04,0.0,21.7,12.2,1.2,sun,2014,277,816.3999999999995
2014-10-05,0.0,23.9,11.7,1.4,fog,2014,278,816.3999999999995
2014-10-06,0.0,25.6,13.3,2.5,fog,2014,279,816.3999999999995
2014-10-07,0.0,18.9,13.9,1.0,fog,2014,280,816.3999999999995
2014-10-08,0.0,20.6,12.8,1.8,fog,2014,281,816.3999999999995
2014-10-09,0.0,17.2,11.1,1.0,fog,2014,282,816.3999999999995
2014-10-10,0.3,18.3,10.0,3.8,fog,2014,283,816.6999999999995
2014-10-11,7.4,18.3,11.7,3.5,rain,2014,284,824.0999999999995
2014-10-12,0.0,17.8,11.7,2.1,sun,2014,285,824.0999999999995
2014-10-13,7.6,21.1,10.0,3.1,fog,2014,286,831.6999999999995
2014-10-14,7.1,16.7,11.7,2.2,fog,2014,287,838.7999999999995
2014-10-15,8.6,16.1,11.7,4.7,fog,2014,288,847.3999999999995
2014-10-16,0.0,20.6,11.1,3.3,sun,2014,289,847.3999999999995
2014-10-17,3.3,16.7,11.7,3.0,fog,2014,290,850.6999999999995
2014-10-18,15.0,19.4,13.9,1.9,fog,2014,291,865.6999999999995
2014-10-19,0.0,22.2,12.8,3.2,sun,2014,292,865.6999999999995
2014-10-20,11.7,16.1,12.2,3.1,fog,2014,293,877.3999999999995
2014-10-21,1.0,16.1,11.7,4.7,sun,2014,294,878.3999999999995
2014-10-22,32.0,15.6,11.7,5.0,fog,2014,295,910.3999999999995
2014-10-23,9.4,14.4,8.3,4.6,sun,2014,296,919.7999999999995
2014-10-24,4.1,14.4,8.9,3.2,sun,2014,297,923.8999999999995
2014-10-25,6.1,16.7,8.3,5.4,fog,2014,298,929.9999999999995
2014-10-26,1.5,12.8,7.8,5.0,fog,2014,299,931.4999999999995
2014-10-27,0.8,15.6,6.7,2.4,sun,2014,300,932.2999999999995
2014-10-28,12.7,15.0,9.4,3.9,fog,2014,301,944.9999999999995
2014-10-29,0.5,16.7,11.7,3.1,fog,2014,302,945.4999999999995
2014-10-30,25.4,15.6,11.1,3.2,fog,2014,303,970.8999999999995
2014-10-31,17.0,12.8,8.3,2.0,fog,2014,304,987.8999999999995
2014-11-01,0.0,11.1,7.2,1.2,fog,2014,305,987.8999999999995
2014-11-02,1.8,13.3,7.2,2.9,fog,2014,306,989.6999999999995
2014-11-03,10.9,13.9,11.1,4.8,fog,2014,307,1000.5999999999995
2014-11-04,4.1,14.4,10.6,3.3,fog,2014,308,1004.6999999999995
2014-11-05,4.8,15.0,10.6,2.1,fog,2014,309,1009.4999999999994
2014-11-06,4.1,16.7,10.6,6.7,fog,2014,310,1013.5999999999995
2014-11-07,0.0,14.4,7.2,2.3,sun,2014,311,1013.5999999999995
2014-11-08,0.0,12.8,3.9,0.8,fog,2014,312,1013.5999999999995
2014-11-09,5.1,13.3,7.8,3.0,fog,2014,313,1018.6999999999995
2014-11-10,0.0,11.1,5.6,3.9,sun,2014,314,1018.6999999999995
2014-11-11,0.0,7.8,1.1,7.7,sun,2014,315,1018.6999999999995
2014-11-12,0.0,6.7,0.0,7.6,sun,2014,316,1018.6999999999995
2014-11-13,0.0,7.2,0.6,4.7,sun,2014,317,1018.6999999999995
2014-11-14,0.0,7.2,-2.1,4.5,sun,2014,318,1018.6999999999995
2014-11-15,0.0,8.3,-1.6,4.2,sun,2014,319,1018.6999999999995
2014-11-16,0.0,9.4,-2.1,4.2,sun,2014,320,1018.6999999999995
2014-11-17,0.0,10.6,-2.1,1.9,sun,2014,321,1018.6999999999995
2014-11-18,0.0,7.2,-0.5,0.9,sun,2014,322,1018.6999999999995
2014-11-19,0.0,11.1,2.2,1.9,sun,2014,323,1018.6999999999995
2014-11-20,3.6,11.1,5.6,2.1,fog,2014,324,1022.2999999999995
2014-11-21,15.2,11.1,8.3,4.7,fog,2014,325,1037.4999999999995
2014-11-22,0.5,9.4,6.7,4.7,sun,2014,326,1037.9999999999995
2014-11-23,11.9,12.8,5.6,5.1,fog,2014,327,1049.8999999999996
2014-11-24,1.3,11.7,4.4,3.8,fog,2014,328,1051.1999999999996
2014-11-25,18.3,13.9,9.4,4.5,fog,2014,329,1069.4999999999995
2014-11-26,0.3,15.0,12.2,3.9,sun,2014,330,1069.7999999999995
2014-11-27,3.3,14.4,11.7,6.6,fog,2014,331,1073.0999999999995
2014-11-28,34.3,12.8,3.3,5.8,fog,2014,332,1107.3999999999994
2014-11-29,3.6,4.4,-4.3,5.3,fog,2014,333,1110.9999999999993
2014-11-30,0.0,2.8,-4.9,4.4,sun,2014,334,1110.9999999999993
2014-12-01,0.0,4.4,-3.2,2.2,sun,2014,335,1110.9999999999993
2014-12-02,0.0,5.6,-3.2,5.7,fog,2014,336,1110.9999999999993
2014-12-03,0.0,10.0,0.0,3.6,sun,2014,337,1110.9999999999993
2014-12-04,0.8,8.3,3.9,1.1,fog,2014,338,1111.7999999999993
2014-12-05,3.0,12.8,6.7,3.1,fog,2014,339,1114.7999999999993
2014-12-06,7.4,11.7,7.8,3.6,fog,2014,340,1122.1999999999994
2014-12-07,0.0,14.4,6.1,2.8,sun,2014,341,1122.1999999999994
2014-12-08,9.1,14.4,8.9,4.2,fog,2014,342,1131.2999999999993
2014-12-09,9.9,16.1,10.6,5.1,fog,2014,343,1141.1999999999994
